transaction_id,customer_id,amount,payment_method,transaction_date,status,failure_reason,checkout_time_seconds,previous_transactions,previous_successes,previous_failures,customer_lifetime_value
TXN000955,C1036,23737.1,UPI,2026-01-23 16:58:45.472547,Success,,299,3,1,2,52661.14
TXN000956,C1354,7696.98,Credit Card,2026-01-23 17:33:01.998199,Abandoned,Checkout Abandoned,236,27,10,17,45092.53
TXN000957,C0736,4304.6,Wallet,2026-01-23 18:07:18.523852,Success,,808,12,10,2,93685.38
TXN000958,C0784,11570.75,Net Banking,2026-01-23 18:41:35.049504,Success,,533,7,0,7,85505.5
TXN000959,C0968,7746.48,Net Banking,2026-01-23 19:15:51.575157,Abandoned,Checkout Abandoned,184,5,0,5,80969.38
TXN000960,C0358,975.47,UPI,2026-01-23 19:50:08.100810,Success,,230,10,6,4,38604.14
TXN000961,C0972,8146.32,UPI,2026-01-23 20:24:24.626462,Failed,Network Error,74,1,0,1,143986.18
TXN000962,C1432,13648.3,UPI,2026-01-23 20:58:41.152115,Success,,650,17,17,0,142543.08
TXN000963,C0668,13837.64,Debit Card,2026-01-23 21:32:57.677767,Success,,856,17,12,5,1122.25
TXN000964,C0373,8978.32,UPI,2026-01-23 22:07:14.203420,Abandoned,Checkout Abandoned,771,21,9,12,51005.23
TXN000965,C1032,11237.84,Credit Card,2026-01-23 22:41:30.729072,Success,,716,11,2,9,7309.53
TXN000966,C1146,24141.4,UPI,2026-01-23 23:15:47.254725,Success,,279,16,3,13,127612.19
TXN000967,C1372,9495.98,UPI,2026-01-23 23:50:03.780378,Success,,191,18,14,4,133034.48
TXN000968,C0676,6529.85,Wallet,2026-01-24 00:24:20.306030,Failed,Technical Error,844,16,0,16,77985.59
TXN000969,C0090,6162.33,Debit Card,2026-01-24 00:58:36.831683,Failed,Insufficient Balance,349,3,2,1,126031.87
TXN000970,C1672,11498.34,Net Banking,2026-01-24 01:32:53.357335,Success,,315,28,1,27,105652.37
TXN000971,C0698,19012.05,Credit Card,2026-01-24 02:07:09.882988,Success,,896,16,9,7,75186.3
TXN000972,C1340,5229.11,Net Banking,2026-01-24 02:41:26.408640,Failed,Card Declined,621,15,13,2,54889.8
TXN000973,C1202,17761.47,Credit Card,2026-01-24 03:15:42.934293,Failed,Technical Error,868,8,1,7,40300.64
TXN000974,C0540,626.63,Wallet,2026-01-24 03:49:59.459945,Success,,762,10,3,7,39284.66
TXN000975,C0732,10531.43,UPI,2026-01-24 04:24:15.985598,Success,,125,11,5,6,84528.63
TXN000976,C0869,19419.04,Credit Card,2026-01-24 04:58:32.511251,Failed,Technical Error,685,10,9,1,25437.92
TXN000977,C0041,8534.45,Debit Card,2026-01-24 05:32:49.036903,Success,,760,12,9,3,26631.39
TXN000978,C0740,14137.05,UPI,2026-01-24 06:07:05.562556,Abandoned,Checkout Abandoned,20,21,20,1,2053.8
TXN000979,C1728,5203.98,Net Banking,2026-01-24 06:41:22.088208,Success,,176,29,3,26,92192.54
TXN000980,C1947,18575.69,Wallet,2026-01-24 07:15:38.613861,Success,,19,7,7,0,149154.46
TXN000981,C0502,1401.75,Credit Card,2026-01-24 07:49:55.139513,Success,,572,13,10,3,133438.3
TXN000982,C0959,21328.31,UPI,2026-01-24 08:24:11.665166,Abandoned,Checkout Abandoned,809,17,17,0,106000.63
TXN000983,C1169,5035.09,Credit Card,2026-01-24 08:58:28.190819,Success,,337,13,3,10,117936.03
TXN000984,C1225,21872.51,Net Banking,2026-01-24 09:32:44.716471,Success,,56,15,6,9,62819.48
TXN000985,C0929,8877.98,Credit Card,2026-01-24 10:07:01.242124,Success,,534,14,3,11,45062.89
TXN000986,C1748,18094.82,UPI,2026-01-24 10:41:17.767776,Failed,Network Error,387,21,14,7,55609.93
TXN000987,C0461,8048.71,Credit Card,2026-01-24 11:15:34.293429,Success,,844,19,17,2,12672.6
TXN000988,C0732,22657.2,UPI,2026-01-24 11:49:50.819081,Success,,830,6,0,6,95252.38
TXN000989,C0752,3253.26,Debit Card,2026-01-24 12:24:07.344734,Success,,830,7,3,4,26642.32
TXN000990,C0925,4545.14,UPI,2026-01-24 12:58:23.870387,Success,,408,29,28,1,114550.29
TXN000991,C0909,12376.45,Credit Card,2026-01-24 13:32:40.396039,Success,,446,5,0,5,28901.48
TXN000992,C1582,2140.27,Debit Card,2026-01-24 14:06:56.921692,Success,,130,28,2,26,34604.54
TXN000993,C1571,4979.91,UPI,2026-01-24 14:41:13.447344,Success,,819,12,12,0,143617.19
TXN000994,C1277,23599.78,UPI,2026-01-24 15:15:29.972997,Success,,806,16,6,10,16256.69
TXN000995,C0390,24414.59,UPI,2026-01-24 15:49:46.498649,Failed,Insufficient Balance,766,30,13,17,75076.96
TXN000996,C1618,9468.86,UPI,2026-01-24 16:24:03.024302,Abandoned,Checkout Abandoned,56,7,5,2,9871.63
TXN000997,C0883,23089.82,UPI,2026-01-24 16:58:19.549954,Success,,740,10,9,1,14013.45
TXN000998,C0256,13666.13,Wallet,2026-01-24 17:32:36.075607,Failed,Technical Error,807,16,5,11,95208.3
TXN000999,C0709,6816.59,Net Banking,2026-01-24 18:06:52.601260,Success,,644,8,3,5,94793.73
TXN001000,C1839,17589.73,Net Banking,2026-01-24 18:41:09.126912,Success,,535,1,1,0,29371.48
TXN001001,C1945,16506.65,Wallet,2026-01-24 19:15:25.652565,Success,,498,26,8,18,130936.73
TXN001002,C0450,24729.22,UPI,2026-01-24 19:49:42.178217,Success,,774,9,7,2,105476.96
TXN001003,C0010,6699.68,UPI,2026-01-24 20:23:58.703870,Success,,514,21,15,6,45441.28
TXN001004,C0824,16834.28,UPI,2026-01-24 20:58:15.229522,Success,,88,23,1,22,37633.79
TXN001005,C0798,1395.39,Net Banking,2026-01-24 21:32:31.755175,Success,,759,20,15,5,113265.65
TXN001006,C1266,2929.79,Debit Card,2026-01-24 22:06:48.280828,Success,,376,13,1,12,110176.78
TXN001007,C1275,197.57,UPI,2026-01-24 22:41:04.806480,Success,,324,1,1,0,22750.37
TXN001008,C0877,24986.57,UPI,2026-01-24 23:15:21.332133,Success,,119,4,0,4,52703.58
TXN001009,C1029,20076.62,Credit Card,2026-01-24 23:49:37.857785,Success,,883,16,7,9,32893.25
TXN001010,C1143,19689.4,Credit Card,2026-01-25 00:23:54.383438,Success,,585,23,0,23,44474.56
TXN001011,C1016,12792.18,Net Banking,2026-01-25 00:58:10.909090,Success,,565,7,4,3,43490.81
TXN001012,C1825,7571.67,UPI,2026-01-25 01:32:27.434743,Success,,791,29,6,23,146415.54
TXN001013,C0374,3866.48,Net Banking,2026-01-25 02:06:43.960396,Success,,418,17,9,8,112656.6
TXN001014,C1089,7188.4,UPI,2026-01-25 02:41:00.486048,Failed,Insufficient Balance,100,21,21,0,117117.78
TXN001015,C0146,9461.68,Debit Card,2026-01-25 03:15:17.011701,Success,,248,26,10,16,41974.76
TXN001016,C0224,18932.12,Wallet,2026-01-25 03:49:33.537353,Success,,309,23,11,12,578.8
TXN001017,C1263,13537.58,Net Banking,2026-01-25 04:23:50.063006,Failed,Card Declined,326,25,0,25,9194.47
TXN001018,C0177,2029.34,UPI,2026-01-25 04:58:06.588658,Success,,779,28,25,3,83173.47
TXN001019,C1803,548.92,UPI,2026-01-25 05:32:23.114311,Success,,252,7,6,1,43179.43
TXN001020,C0853,2648.07,Credit Card,2026-01-25 06:06:39.639963,Success,,88,11,5,6,29346.71
TXN001021,C1306,10321.42,UPI,2026-01-25 06:40:56.165616,Success,,484,13,3,10,7921.32
TXN001022,C0063,23336.5,Credit Card,2026-01-25 07:15:12.691269,Success,,339,30,2,28,131444.32
TXN001023,C1241,15971.32,Wallet,2026-01-25 07:49:29.216921,Success,,519,29,3,26,90219.04
TXN001024,C1878,20065.46,UPI,2026-01-25 08:23:45.742574,Success,,759,22,5,17,16552.3
TXN001025,C0827,11712.73,Credit Card,2026-01-25 08:58:02.268226,Success,,786,2,0,2,115077.4
TXN001026,C0795,9105.49,UPI,2026-01-25 09:32:18.793879,Success,,710,28,4,24,113495.93
TXN001027,C0689,2799.17,Net Banking,2026-01-25 10:06:35.319531,Failed,Network Error,716,29,26,3,43765.84
TXN001028,C1485,21910.73,Wallet,2026-01-25 10:40:51.845184,Failed,Card Declined,175,30,8,22,28669.82
TXN001029,C1953,19600.68,Credit Card,2026-01-25 11:15:08.370837,Success,,719,27,3,24,122190.29
TXN001030,C1634,4286.14,UPI,2026-01-25 11:49:24.896489,Success,,77,13,13,0,49769.93
TXN001031,C0105,12855.29,Debit Card,2026-01-25 12:23:41.422142,Success,,716,26,14,12,127190.5
TXN001032,C1123,12235.63,Debit Card,2026-01-25 12:57:57.947794,Success,,246,3,3,0,7025.92
TXN001033,C0511,15664.78,UPI,2026-01-25 13:32:14.473447,Success,,679,0,0,0,75143.7
TXN001034,C0385,23660.05,Net Banking,2026-01-25 14:06:30.999099,Success,,237,8,3,5,27349.49
TXN001035,C0405,14536.31,Wallet,2026-01-25 14:40:47.524752,Abandoned,Checkout Abandoned,480,13,5,8,100970.7
TXN001036,C0823,13551.41,Credit Card,2026-01-25 15:15:04.050405,Success,,71,25,13,12,149583.46
TXN001037,C0518,1353.04,Credit Card,2026-01-25 15:49:20.576057,Success,,144,9,9,0,62170.4
TXN001038,C0476,1666.4,UPI,2026-01-25 16:23:37.101710,Success,,169,17,6,11,15496.43
TXN001039,C0709,4764.94,Credit Card,2026-01-25 16:57:53.627362,Success,,628,9,1,8,47992.13
TXN001040,C1887,908.52,UPI,2026-01-25 17:32:10.153015,Success,,851,6,3,3,133780.22
TXN001041,C1669,18609.49,UPI,2026-01-25 18:06:26.678667,Failed,Network Error,764,7,6,1,114981.27
TXN001042,C1894,18110.92,UPI,2026-01-25 18:40:43.204320,Success,,764,13,12,1,35215.64
TXN001043,C0771,3487.8,UPI,2026-01-25 19:14:59.729972,Abandoned,Checkout Abandoned,110,3,3,0,143063.01
TXN001044,C1461,20918.36,UPI,2026-01-25 19:49:16.255625,Success,,234,26,8,18,93517.1
TXN001045,C1047,3954.17,Credit Card,2026-01-25 20:23:32.781278,Success,,291,10,4,6,25623.39
TXN001046,C0997,7599.27,Credit Card,2026-01-25 20:57:49.306930,Success,,564,30,5,25,86062.16
TXN001047,C1589,6299.52,Credit Card,2026-01-25 21:32:05.832583,Success,,374,9,9,0,67965.89
TXN001048,C0677,9370.45,UPI,2026-01-25 22:06:22.358235,Success,,327,16,11,5,123044.8
TXN001049,C0714,6441.13,UPI,2026-01-25 22:40:38.883888,Success,,424,4,2,2,51951.92
TXN001050,C1482,12274.88,Net Banking,2026-01-25 23:14:55.409540,Success,,487,9,1,8,131309.26
TXN001051,C0083,10244.46,Credit Card,2026-01-25 23:49:11.935193,Abandoned,Checkout Abandoned,32,9,9,0,121889.57
TXN001052,C1169,24665.58,Wallet,2026-01-26 00:23:28.460846,Success,,585,21,7,14,101353.22
TXN001053,C1109,1492.57,UPI,2026-01-26 00:57:44.986498,Success,,849,6,0,6,39161.78
TXN001054,C1102,3640.32,Credit Card,2026-01-26 01:32:01.512151,Success,,192,16,10,6,145564.27
TXN001055,C0457,1415.36,UPI,2026-01-26 02:06:18.037803,Success,,665,28,7,21,82525.68
TXN001056,C1902,15683.45,Debit Card,2026-01-26 02:40:34.563456,Success,,641,19,7,12,136173.34
TXN001057,C0001,1457.28,Net Banking,2026-01-26 03:14:51.089108,Success,,786,11,1,10,32751.62
TXN001058,C0051,20927.35,Wallet,2026-01-26 03:49:07.614761,Success,,781,4,2,2,147515.06
TXN001059,C0685,12847.27,Wallet,2026-01-26 04:23:24.140414,Success,,560,4,3,1,122500.85
TXN001060,C0717,13222.49,UPI,2026-01-26 04:57:40.666066,Failed,Technical Error,309,22,21,1,142409.42
TXN001061,C1796,14083.7,Credit Card,2026-01-26 05:31:57.191719,Success,,306,3,3,0,32248.68
TXN001062,C1470,4353.26,Credit Card,2026-01-26 06:06:13.717371,Success,,278,25,12,13,64883.38
TXN001063,C0449,5022.49,Credit Card,2026-01-26 06:40:30.243024,Success,,597,6,1,5,15096.27
TXN001064,C0881,8038.55,UPI,2026-01-26 07:14:46.768676,Failed,Network Error,289,23,11,12,20976.96
TXN001065,C0488,14878.06,Net Banking,2026-01-26 07:49:03.294329,Success,,57,1,1,0,42951.82
TXN001066,C1824,5331.93,Net Banking,2026-01-26 08:23:19.819981,Success,,214,29,16,13,142768.04
TXN001067,C0034,2996.66,UPI,2026-01-26 08:57:36.345634,Failed,Bank Timeout,620,0,0,0,100245.16
TXN001068,C1372,24255.91,UPI,2026-01-26 09:31:52.871287,Success,,809,28,26,2,47537.53
TXN001069,C0095,647.35,UPI,2026-01-26 10:06:09.396939,Failed,Insufficient Balance,431,25,5,20,143208.71
TXN001070,C1096,20087.17,Debit Card,2026-01-26 10:40:25.922592,Success,,798,9,7,2,111089.85
TXN001071,C1575,19722.08,UPI,2026-01-26 11:14:42.448244,Success,,680,0,0,0,136093.36
TXN001072,C0154,7500.63,Net Banking,2026-01-26 11:48:58.973897,Success,,329,12,7,5,139119.51
TXN001073,C0250,3477.1,Debit Card,2026-01-26 12:23:15.499549,Failed,Insufficient Balance,684,16,13,3,112740.08
TXN001074,C0674,3726.15,Credit Card,2026-01-26 12:57:32.025202,Success,,153,8,8,0,36848.45
TXN001075,C0438,17466.05,Credit Card,2026-01-26 13:31:48.550855,Success,,689,3,1,2,149490.05
TXN001076,C0118,16105.88,UPI,2026-01-26 14:06:05.076507,Failed,Bank Timeout,99,8,0,8,49101.08
TXN001077,C0771,19590.37,Wallet,2026-01-26 14:40:21.602160,Failed,Card Declined,559,6,3,3,100920.01
TXN001078,C1915,23443.28,Credit Card,2026-01-26 15:14:38.127812,Failed,Bank Timeout,780,30,17,13,126799.35
TXN001079,C1330,17328.99,Wallet,2026-01-26 15:48:54.653465,Success,,174,22,13,9,26685.07
TXN001080,C0268,3980.7,Credit Card,2026-01-26 16:23:11.179117,Failed,Technical Error,621,28,2,26,91551.73
TXN001081,C1985,6161.72,Debit Card,2026-01-26 16:57:27.704770,Success,,779,1,0,1,56588.33
TXN001082,C1078,21070.62,UPI,2026-01-26 17:31:44.230423,Success,,268,17,8,9,37021.22
TXN001083,C0236,5311.72,Credit Card,2026-01-26 18:06:00.756075,Abandoned,Checkout Abandoned,625,27,25,2,2259.89
TXN001084,C0389,1905.81,Debit Card,2026-01-26 18:40:17.281728,Success,,696,20,12,8,130860.12
TXN001085,C0990,17611.67,Debit Card,2026-01-26 19:14:33.807380,Success,,627,14,6,8,20814.29
TXN001086,C1758,10122.91,Debit Card,2026-01-26 19:48:50.333033,Success,,120,9,4,5,131778.52
TXN001087,C0763,23009.0,UPI,2026-01-26 20:23:06.858685,Failed,Technical Error,867,16,4,12,90303.24
TXN001088,C1849,16291.35,Wallet,2026-01-26 20:57:23.384338,Success,,548,6,5,1,93347.81
TXN001089,C0401,2351.43,Wallet,2026-01-26 21:31:39.909990,Success,,559,30,1,29,124383.44
TXN001090,C0624,23701.63,UPI,2026-01-26 22:05:56.435643,Success,,693,10,0,10,76661.45
TXN001091,C0767,6538.08,Wallet,2026-01-26 22:40:12.961296,Success,,17,6,2,4,53914.04
TXN001092,C1327,8496.59,UPI,2026-01-26 23:14:29.486948,Failed,Insufficient Balance,32,10,0,10,21251.6
TXN001093,C0919,10116.28,Debit Card,2026-01-26 23:48:46.012601,Success,,655,23,18,5,85777.1
TXN001094,C1231,1375.48,UPI,2026-01-27 00:23:02.538253,Success,,418,22,16,6,83198.47
TXN001095,C1253,12463.23,Wallet,2026-01-27 00:57:19.063906,Failed,Technical Error,580,23,8,15,44437.52
TXN001096,C0853,3170.63,UPI,2026-01-27 01:31:35.589558,Success,,450,14,9,5,90208.51
TXN001097,C1934,10084.16,Credit Card,2026-01-27 02:05:52.115211,Success,,67,30,28,2,66185.35
TXN001098,C0578,8832.67,UPI,2026-01-27 02:40:08.640864,Success,,777,18,14,4,120926.76
TXN001099,C0075,19343.72,UPI,2026-01-27 03:14:25.166516,Failed,Insufficient Balance,803,18,12,6,84143.2
TXN001100,C0435,20098.95,Credit Card,2026-01-27 03:48:41.692169,Success,,344,23,20,3,140084.95
TXN001101,C0103,3919.98,UPI,2026-01-27 04:22:58.217821,Success,,696,24,24,0,77938.45
TXN001102,C1446,9227.12,Debit Card,2026-01-27 04:57:14.743474,Success,,105,9,4,5,133180.55
TXN001103,C1728,9396.49,Wallet,2026-01-27 05:31:31.269126,Success,,433,15,0,15,78318.51
TXN001104,C0764,3870.12,Net Banking,2026-01-27 06:05:47.794779,Success,,156,19,6,13,83926.2
TXN001105,C0738,19981.49,Net Banking,2026-01-27 06:40:04.320432,Failed,Bank Timeout,471,7,3,4,55337.8
TXN001106,C0806,17709.99,UPI,2026-01-27 07:14:20.846084,Success,,638,0,0,0,60325.28
TXN001107,C1330,4840.51,UPI,2026-01-27 07:48:37.371737,Success,,761,1,0,1,139998.67
TXN001108,C0098,9231.38,Credit Card,2026-01-27 08:22:53.897389,Failed,Bank Timeout,437,28,0,28,33880.72
TXN001109,C1874,2734.55,UPI,2026-01-27 08:57:10.423042,Success,,364,9,6,3,18657.93
TXN001110,C0798,15742.34,Wallet,2026-01-27 09:31:26.948694,Success,,675,9,4,5,124616.53
TXN001111,C1359,3122.16,UPI,2026-01-27 10:05:43.474347,Failed,Bank Timeout,317,9,9,0,86748.16
TXN001112,C0859,24649.76,Net Banking,2026-01-27 10:40:00.000000,Success,,430,8,0,8,43054.77
TXN001113,C0435,19538.98,UPI,2026-01-27 11:14:16.525652,Success,,854,17,16,1,65143.83
TXN001114,C0447,9816.94,Net Banking,2026-01-27 11:48:33.051305,Success,,312,30,14,16,78973.33
TXN001115,C1332,14506.24,UPI,2026-01-27 12:22:49.576957,Failed,Insufficient Balance,721,1,0,1,89024.97
TXN001116,C0249,22792.41,UPI,2026-01-27 12:57:06.102610,Success,,535,23,2,21,123247.13
TXN001117,C0166,13897.07,Debit Card,2026-01-27 13:31:22.628262,Failed,Bank Timeout,163,4,1,3,59455.67
TXN001118,C1505,4445.01,UPI,2026-01-27 14:05:39.153915,Abandoned,Checkout Abandoned,56,20,7,13,101637.22
TXN001119,C0984,9529.71,Debit Card,2026-01-27 14:39:55.679567,Abandoned,Checkout Abandoned,769,10,7,3,125297.66
TXN001120,C1359,21094.31,Credit Card,2026-01-27 15:14:12.205220,Failed,Bank Timeout,615,5,5,0,126644.13
TXN001121,C1020,16140.9,UPI,2026-01-27 15:48:28.730873,Success,,508,7,4,3,38509.66
TXN001122,C0542,16303.04,Wallet,2026-01-27 16:22:45.256525,Failed,Card Declined,753,7,4,3,52850.87
TXN001123,C0759,21683.85,Credit Card,2026-01-27 16:57:01.782178,Success,,115,24,21,3,89438.45
TXN001124,C1130,22359.93,Debit Card,2026-01-27 17:31:18.307830,Failed,Bank Timeout,749,9,0,9,132922.97
TXN001125,C1587,23002.84,Credit Card,2026-01-27 18:05:34.833483,Success,,779,10,1,9,118671.69
TXN001126,C0081,2461.74,Credit Card,2026-01-27 18:39:51.359135,Success,,167,18,6,12,87802.45
TXN001127,C0133,13648.74,UPI,2026-01-27 19:14:07.884788,Success,,380,24,16,8,147568.18
TXN001128,C0797,18538.69,UPI,2026-01-27 19:48:24.410441,Failed,Technical Error,801,13,7,6,66128.59
TXN001129,C0900,18947.48,Credit Card,2026-01-27 20:22:40.936093,Success,,254,10,2,8,126446.36
TXN001130,C0138,15207.23,UPI,2026-01-27 20:56:57.461746,Success,,603,2,1,1,122853.85
TXN001131,C0184,4253.0,UPI,2026-01-27 21:31:13.987398,Failed,Insufficient Balance,544,0,0,0,136251.73
TXN001132,C1425,19955.77,Debit Card,2026-01-27 22:05:30.513051,Success,,126,27,19,8,148157.91
TXN001133,C1354,18030.77,Debit Card,2026-01-27 22:39:47.038703,Success,,79,26,22,4,74606.66
TXN001134,C0785,2244.78,UPI,2026-01-27 23:14:03.564356,Success,,887,20,9,11,29746.63
TXN001135,C1532,11648.86,UPI,2026-01-27 23:48:20.090009,Success,,84,22,22,0,69403.86
TXN001136,C1876,4432.04,UPI,2026-01-28 00:22:36.615661,Success,,144,2,1,1,128155.79
TXN001137,C0984,8503.18,UPI,2026-01-28 00:56:53.141314,Abandoned,Checkout Abandoned,746,8,4,4,125497.94
TXN001138,C0069,550.22,UPI,2026-01-28 01:31:09.666966,Success,,899,0,0,0,50727.5
TXN001139,C0546,10068.21,UPI,2026-01-28 02:05:26.192619,Success,,147,21,15,6,7572.37
TXN001140,C1798,13791.94,Wallet,2026-01-28 02:39:42.718271,Success,,862,30,24,6,76721.39
TXN001141,C0053,15527.61,Debit Card,2026-01-28 03:13:59.243924,Abandoned,Checkout Abandoned,722,11,4,7,71378.09
TXN001142,C1474,16620.91,UPI,2026-01-28 03:48:15.769576,Success,,896,11,1,10,13321.71
TXN001143,C0205,20923.65,UPI,2026-01-28 04:22:32.295229,Success,,423,5,3,2,119336.05
TXN001144,C0126,5465.03,Debit Card,2026-01-28 04:56:48.820882,Success,,441,29,10,19,42896.75
TXN001145,C1771,3100.0,UPI,2026-01-28 05:31:05.346534,Failed,Card Declined,249,28,4,24,97039.94
TXN001146,C0043,21303.28,Debit Card,2026-01-28 06:05:21.872187,Failed,Network Error,546,7,5,2,15672.44
TXN001147,C1776,3999.66,Wallet,2026-01-28 06:39:38.397839,Success,,226,30,27,3,129175.12
TXN001148,C1995,24371.53,Credit Card,2026-01-28 07:13:54.923492,Success,,890,28,21,7,111021.54
TXN001149,C1907,21079.2,UPI,2026-01-28 07:48:11.449144,Success,,801,2,0,2,58569.19
TXN001150,C0111,12571.83,Debit Card,2026-01-28 08:22:27.974797,Success,,21,27,27,0,94608.6
TXN001151,C0761,24537.39,Wallet,2026-01-28 08:56:44.500450,Success,,208,20,0,20,28524.36
TXN001152,C1687,2524.68,Credit Card,2026-01-28 09:31:01.026102,Success,,516,10,5,5,147820.66
TXN001153,C1207,7646.34,Debit Card,2026-01-28 10:05:17.551755,Success,,427,25,10,15,119518.15
TXN001154,C0848,15991.79,UPI,2026-01-28 10:39:34.077407,Failed,Insufficient Balance,396,10,9,1,118446.53
TXN001155,C0095,8815.17,UPI,2026-01-28 11:13:50.603060,Success,,143,30,0,30,23430.34
TXN001156,C1995,23216.48,Debit Card,2026-01-28 11:48:07.128712,Success,,324,4,4,0,3151.16
TXN001157,C1398,1734.09,Wallet,2026-01-28 12:22:23.654365,Success,,604,23,20,3,88013.02
TXN001158,C1936,13780.35,Credit Card,2026-01-28 12:56:40.180018,Success,,849,6,2,4,22046.03
TXN001159,C1544,14812.57,Debit Card,2026-01-28 13:30:56.705670,Success,,45,18,15,3,117174.8
TXN001160,C0900,16352.93,UPI,2026-01-28 14:05:13.231323,Success,,838,30,14,16,62703.38
TXN001161,C0360,6466.09,UPI,2026-01-28 14:39:29.756975,Failed,Technical Error,752,6,6,0,51119.84
TXN001162,C0900,9177.7,Credit Card,2026-01-28 15:13:46.282628,Abandoned,Checkout Abandoned,621,9,7,2,11510.56
TXN001163,C1720,21107.65,UPI,2026-01-28 15:48:02.808280,Failed,Insufficient Balance,475,7,2,5,149411.73
TXN001164,C0281,4954.07,Credit Card,2026-01-28 16:22:19.333933,Success,,720,20,12,8,143423.61
TXN001165,C1219,20689.01,UPI,2026-01-28 16:56:35.859585,Abandoned,Checkout Abandoned,202,26,4,22,20173.74
TXN001166,C1888,14110.12,Debit Card,2026-01-28 17:30:52.385238,Success,,398,20,17,3,50255.33
TXN001167,C1219,19078.47,Net Banking,2026-01-28 18:05:08.910891,Success,,691,29,2,27,58922.74
TXN001168,C0667,17868.82,Credit Card,2026-01-28 18:39:25.436543,Success,,151,13,11,2,44871.76
TXN001169,C0093,5267.04,UPI,2026-01-28 19:13:41.962196,Success,,257,26,6,20,140203.05
TXN001170,C0672,14263.44,Credit Card,2026-01-28 19:47:58.487848,Failed,Technical Error,330,0,0,0,108340.6
TXN001171,C1970,21706.31,Wallet,2026-01-28 20:22:15.013501,Success,,533,12,9,3,143409.5
TXN001172,C0061,10859.69,Credit Card,2026-01-28 20:56:31.539153,Success,,732,23,19,4,131238.56
TXN001173,C0634,24168.11,UPI,2026-01-28 21:30:48.064806,Success,,395,28,14,14,113303.96
TXN001174,C1075,11360.16,UPI,2026-01-28 22:05:04.590459,Failed,Technical Error,791,5,0,5,104696.58
TXN001175,C1427,3655.36,UPI,2026-01-28 22:39:21.116111,Failed,Network Error,332,5,2,3,129991.29
TXN001176,C1813,9796.92,UPI,2026-01-28 23:13:37.641764,Success,,636,30,9,21,102780.41
TXN001177,C1029,23797.39,Net Banking,2026-01-28 23:47:54.167416,Success,,876,20,13,7,28713.61
TXN001178,C1490,8061.05,Net Banking,2026-01-29 00:22:10.693069,Success,,470,4,1,3,97394.91
TXN001179,C0604,21715.64,UPI,2026-01-29 00:56:27.218721,Success,,332,29,24,5,77492.75
TXN001180,C0682,22043.14,UPI,2026-01-29 01:30:43.744374,Success,,279,2,0,2,147293.25
TXN001181,C1853,8819.64,UPI,2026-01-29 02:05:00.270027,Success,,822,11,8,3,76739.85
TXN001182,C0534,2173.12,Net Banking,2026-01-29 02:39:16.795679,Success,,146,14,14,0,6249.02
TXN001183,C1429,18141.49,Credit Card,2026-01-29 03:13:33.321332,Success,,403,2,1,1,39996.33
TXN001184,C0838,7856.66,Debit Card,2026-01-29 03:47:49.846984,Success,,678,15,4,11,137648.57
TXN001185,C1537,19594.8,UPI,2026-01-29 04:22:06.372637,Success,,70,17,5,12,144372.27
TXN001186,C0645,11122.11,Credit Card,2026-01-29 04:56:22.898289,Failed,Insufficient Balance,810,8,5,3,109410.54
TXN001187,C0233,12183.14,UPI,2026-01-29 05:30:39.423942,Success,,337,7,3,4,9001.15
TXN001188,C0524,19469.94,UPI,2026-01-29 06:04:55.949594,Success,,177,10,5,5,4019.44
TXN001189,C0346,9620.85,Credit Card,2026-01-29 06:39:12.475247,Success,,367,2,0,2,72199.45
TXN001190,C1070,11133.87,Credit Card,2026-01-29 07:13:29.000900,Success,,544,4,4,0,149951.01
TXN001191,C0546,9467.14,UPI,2026-01-29 07:47:45.526552,Success,,68,30,12,18,130459.86
TXN001192,C1969,9246.78,UPI,2026-01-29 08:22:02.052205,Abandoned,Checkout Abandoned,443,9,8,1,139999.59
TXN001193,C1102,13196.07,UPI,2026-01-29 08:56:18.577857,Success,,877,30,26,4,93719.45
TXN001194,C1754,20239.11,UPI,2026-01-29 09:30:35.103510,Success,,833,4,1,3,128939.15
TXN001195,C1837,9108.03,Credit Card,2026-01-29 10:04:51.629162,Success,,692,7,7,0,48294.91
TXN001196,C1947,13153.94,Net Banking,2026-01-29 10:39:08.154815,Success,,93,5,2,3,4590.92
TXN001197,C1097,16801.11,UPI,2026-01-29 11:13:24.680468,Abandoned,Checkout Abandoned,257,22,14,8,137778.47
TXN001198,C0794,6809.04,UPI,2026-01-29 11:47:41.206120,Success,,835,20,4,16,33155.38
TXN001199,C0249,7010.32,UPI,2026-01-29 12:21:57.731773,Failed,Network Error,505,15,8,7,109408.71
TXN001200,C0047,23341.99,Credit Card,2026-01-29 12:56:14.257425,Abandoned,Checkout Abandoned,405,11,7,4,99015.61
TXN001201,C1145,18116.01,UPI,2026-01-29 13:30:30.783078,Success,,490,16,4,12,24145.45
TXN001202,C0214,14471.95,Debit Card,2026-01-29 14:04:47.308730,Success,,655,7,1,6,29768.96
TXN001203,C0239,16228.23,UPI,2026-01-29 14:39:03.834383,Success,,297,3,1,2,49696.34
TXN001204,C1080,829.56,Credit Card,2026-01-29 15:13:20.360036,Failed,Network Error,202,20,18,2,113661.13
TXN001205,C0350,15490.76,Net Banking,2026-01-29 15:47:36.885688,Success,,709,16,10,6,6367.01
TXN001206,C0107,12786.77,Net Banking,2026-01-29 16:21:53.411341,Success,,447,2,2,0,61356.78
