transaction_id,customer_id,amount,payment_method,transaction_date,status,failure_reason,checkout_time_seconds,previous_transactions,previous_successes,previous_failures,customer_lifetime_value,previous_success_rate
TXN002401,C1916,7202.58,Debit Card,2026-02-27 03:01:01.566156,Success,,307,11,9,2,3634.95,0.8181818181818182
TXN002402,C0934,6056.36,Credit Card,2026-02-27 03:35:18.091809,Failed,Card Declined,197,26,1,25,53351.92,0.038461538461538464
TXN002403,C1551,19695.7,Wallet,2026-02-27 04:09:34.617461,Success,,120,25,9,16,106818.65,0.36
TXN002404,C1186,1503.91,Credit Card,2026-02-27 04:43:51.143114,Success,,545,7,3,4,146365.95,0.42857142857142855
TXN002405,C1981,9297.63,Credit Card,2026-02-27 05:18:07.668766,Success,,65,25,24,1,24715.55,0.96
TXN002406,C1187,12694.65,Credit Card,2026-02-27 05:52:24.194419,Failed,Bank Timeout,590,13,9,4,31953.7,0.6923076923076923
TXN002407,C1856,14052.68,UPI,2026-02-27 06:26:40.720072,Success,,483,20,13,7,44790.86,0.65
TXN002408,C1009,18242.52,Net Banking,2026-02-27 07:00:57.245724,Success,,539,24,19,5,122633.61,0.7916666666666666
TXN002409,C0793,8935.66,UPI,2026-02-27 07:35:13.771377,Success,,749,30,16,14,38429.81,0.5333333333333333
TXN002410,C0792,15355.84,Credit Card,2026-02-27 08:09:30.297029,Abandoned,Checkout Abandoned,458,14,12,2,138350.56,0.8571428571428571
TXN002411,C1548,14675.85,Debit Card,2026-02-27 08:43:46.822682,Success,,403,20,10,10,24100.17,0.5
TXN002412,C1810,13735.64,Net Banking,2026-02-27 09:18:03.348334,Success,,517,27,25,2,100770.97,0.9259259259259259
TXN002413,C1295,16048.03,Net Banking,2026-02-27 09:52:19.873987,Success,,579,7,6,1,72707.82,0.8571428571428571
TXN002414,C0492,6560.28,Credit Card,2026-02-27 10:26:36.399639,Success,,172,28,12,16,6510.27,0.42857142857142855
TXN002415,C0208,2207.75,Credit Card,2026-02-27 11:00:52.925292,Success,,653,18,11,7,29093.96,0.6111111111111112
TXN002416,C1563,3069.86,UPI,2026-02-27 11:35:09.450945,Success,,228,2,0,2,32466.36,0.0
TXN002417,C1608,5692.1,Credit Card,2026-02-27 12:09:25.976597,Abandoned,Checkout Abandoned,340,23,14,9,137804.95,0.6086956521739131
TXN002418,C1084,12554.93,Net Banking,2026-02-27 12:43:42.502250,Success,,460,27,3,24,61706.81,0.1111111111111111
TXN002419,C0430,21027.02,Wallet,2026-02-27 13:17:59.027902,Failed,Card Declined,293,4,3,1,107471.25,0.75
TXN002420,C0985,17562.2,Net Banking,2026-02-27 13:52:15.553555,Success,,148,12,3,9,64638.56,0.25
TXN002421,C1681,19747.11,UPI,2026-02-27 14:26:32.079207,Abandoned,Checkout Abandoned,524,25,14,11,95118.44,0.56
TXN002422,C1629,8839.29,Net Banking,2026-02-27 15:00:48.604860,Success,,513,23,20,3,121930.45,0.8695652173913043
TXN002423,C1333,10175.88,Wallet,2026-02-27 15:35:05.130513,Success,,365,11,0,11,119529.2,0.0
TXN002424,C0520,9902.68,UPI,2026-02-27 16:09:21.656165,Success,,780,25,6,19,113070.84,0.24
TXN002425,C0591,4877.64,Credit Card,2026-02-27 16:43:38.181818,Success,,290,1,0,1,133504.28,0.0
TXN002426,C1051,1624.29,Debit Card,2026-02-27 17:17:54.707470,Success,,853,10,6,4,122260.04,0.6
TXN002427,C1710,14813.81,Credit Card,2026-02-27 17:52:11.233123,Success,,21,29,13,16,97908.67,0.4482758620689655
TXN002428,C1586,24731.5,Wallet,2026-02-27 18:26:27.758775,Success,,449,9,1,8,51148.5,0.1111111111111111
TXN002429,C0199,4254.06,Credit Card,2026-02-27 19:00:44.284428,Success,,574,14,11,3,147351.32,0.7857142857142857
TXN002430,C0387,1262.45,Debit Card,2026-02-27 19:35:00.810081,Success,,775,18,5,13,139842.94,0.2777777777777778
TXN002431,C0349,19510.34,Debit Card,2026-02-27 20:09:17.335733,Success,,105,30,28,2,71420.79,0.9333333333333333
TXN002432,C0960,6389.39,Credit Card,2026-02-27 20:43:33.861386,Success,,241,17,10,7,15303.01,0.5882352941176471
TXN002433,C1964,20758.13,Net Banking,2026-02-27 21:17:50.387038,Success,,787,0,0,0,92374.23,0.0
TXN002434,C0693,17628.02,Credit Card,2026-02-27 21:52:06.912691,Success,,121,12,10,2,81328.26,0.8333333333333334
TXN002435,C1560,23647.27,UPI,2026-02-27 22:26:23.438343,Success,,56,17,16,1,51357.09,0.9411764705882353
TXN002436,C1852,10282.29,UPI,2026-02-27 23:00:39.963996,Success,,703,15,7,8,105343.75,0.4666666666666667
TXN002437,C0378,16583.05,UPI,2026-02-27 23:34:56.489648,Failed,Card Declined,756,4,2,2,47852.04,0.5
TXN002438,C0899,11674.88,Debit Card,2026-02-28 00:09:13.015301,Success,,263,30,22,8,35772.27,0.7333333333333333
TXN002439,C0916,15801.66,Wallet,2026-02-28 00:43:29.540954,Success,,528,16,7,9,45381.53,0.4375
TXN002440,C1582,11295.01,UPI,2026-02-28 01:17:46.066606,Success,,865,3,1,2,101208.5,0.3333333333333333
TXN002441,C0527,4796.94,UPI,2026-02-28 01:52:02.592259,Failed,Technical Error,432,10,3,7,129872.32,0.3
TXN002442,C1177,12746.65,UPI,2026-02-28 02:26:19.117911,Success,,297,26,6,20,138246.71,0.23076923076923078
TXN002443,C0734,13261.75,Debit Card,2026-02-28 03:00:35.643564,Success,,800,21,8,13,16410.38,0.38095238095238093
TXN002444,C0206,20284.04,Wallet,2026-02-28 03:34:52.169216,Success,,315,5,1,4,6477.46,0.2
TXN002445,C0455,18414.47,Credit Card,2026-02-28 04:09:08.694869,Success,,383,22,16,6,148220.41,0.7272727272727273
TXN002446,C1297,16628.41,Credit Card,2026-02-28 04:43:25.220522,Success,,204,10,0,10,27492.02,0.0
TXN002447,C1918,2923.34,Credit Card,2026-02-28 05:17:41.746174,Success,,34,12,6,6,34309.87,0.5
TXN002448,C1260,18043.35,UPI,2026-02-28 05:51:58.271827,Failed,Network Error,15,10,3,7,69115.32,0.3
TXN002449,C1876,12557.6,Debit Card,2026-02-28 06:26:14.797479,Success,,490,19,6,13,104943.5,0.3157894736842105
TXN002450,C1764,22363.08,Credit Card,2026-02-28 07:00:31.323132,Success,,874,11,10,1,81972.74,0.9090909090909091
TXN002451,C0521,23004.79,Debit Card,2026-02-28 07:34:47.848784,Success,,152,24,20,4,74835.68,0.8333333333333334
TXN002452,C1702,1473.4,Net Banking,2026-02-28 08:09:04.374437,Success,,712,4,4,0,42262.31,1.0
TXN002453,C1968,20533.97,Debit Card,2026-02-28 08:43:20.900090,Success,,669,13,9,4,58535.57,0.6923076923076923
TXN002454,C1017,1038.67,Debit Card,2026-02-28 09:17:37.425742,Failed,Technical Error,180,4,0,4,39817.87,0.0
TXN002455,C0956,9242.52,Wallet,2026-02-28 09:51:53.951395,Success,,499,9,7,2,118993.35,0.7777777777777778
TXN002456,C1855,13603.27,Wallet,2026-02-28 10:26:10.477047,Success,,105,23,2,21,140455.3,0.08695652173913043
TXN002457,C0726,3787.71,Credit Card,2026-02-28 11:00:27.002700,Success,,204,1,1,0,68853.66,1.0
TXN002458,C1014,18683.21,UPI,2026-02-28 11:34:43.528352,Success,,269,21,3,18,2833.18,0.14285714285714285
TXN002459,C0501,308.03,Credit Card,2026-02-28 12:09:00.054005,Success,,245,9,7,2,116250.53,0.7777777777777778
TXN002460,C0117,4298.12,Debit Card,2026-02-28 12:43:16.579657,Success,,527,4,2,2,59905.07,0.5
TXN002461,C0386,14561.84,UPI,2026-02-28 13:17:33.105310,Abandoned,Checkout Abandoned,68,3,1,2,12776.08,0.3333333333333333
TXN002462,C1368,17888.25,UPI,2026-02-28 13:51:49.630963,Success,,770,21,10,11,15715.46,0.47619047619047616
TXN002463,C0584,22924.41,UPI,2026-02-28 14:26:06.156615,Success,,61,19,12,7,77694.74,0.631578947368421
TXN002464,C0395,17666.87,Debit Card,2026-02-28 15:00:22.682268,Success,,796,13,12,1,37459.93,0.9230769230769231
TXN002465,C1088,16827.3,Credit Card,2026-02-28 15:34:39.207920,Failed,Card Declined,131,7,6,1,105628.96,0.8571428571428571
TXN002466,C1741,9919.09,UPI,2026-02-28 16:08:55.733573,Failed,Bank Timeout,547,28,4,24,12242.98,0.14285714285714285
TXN002467,C0721,131.98,UPI,2026-02-28 16:43:12.259225,Success,,825,27,1,26,115502.17,0.037037037037037035
TXN002468,C0072,3091.97,Debit Card,2026-02-28 17:17:28.784878,Abandoned,Checkout Abandoned,226,17,4,13,123108.08,0.23529411764705882
TXN002469,C1813,13410.41,UPI,2026-02-28 17:51:45.310531,Success,,704,25,19,6,87856.31,0.76
TXN002470,C0274,16910.73,UPI,2026-02-28 18:26:01.836183,Success,,98,0,0,0,4757.25,0.0
TXN002471,C1344,10494.46,Debit Card,2026-02-28 19:00:18.361836,Failed,Bank Timeout,452,16,16,0,36545.69,1.0
TXN002472,C0338,18293.91,Credit Card,2026-02-28 19:34:34.887488,Failed,Card Declined,47,29,10,19,10437.77,0.3448275862068966
TXN002473,C1390,13094.37,UPI,2026-02-28 20:08:51.413141,Abandoned,Checkout Abandoned,93,2,0,2,32618.59,0.0
TXN002474,C1519,1946.99,Credit Card,2026-02-28 20:43:07.938793,Failed,Insufficient Balance,117,23,4,19,94368.16,0.17391304347826086
TXN002475,C0607,4881.2,UPI,2026-02-28 21:17:24.464446,Abandoned,Checkout Abandoned,684,24,0,24,17376.13,0.0
TXN002476,C0166,21015.96,Debit Card,2026-02-28 21:51:40.990099,Success,,718,8,7,1,29811.66,0.875
TXN002477,C1568,18150.33,UPI,2026-02-28 22:25:57.515751,Success,,774,27,5,22,72919.72,0.18518518518518517
TXN002478,C0011,22379.57,UPI,2026-02-28 23:00:14.041404,Success,,748,11,7,4,130222.7,0.6363636363636364
TXN002479,C1325,3027.18,Debit Card,2026-02-28 23:34:30.567056,Failed,Technical Error,12,9,5,4,60537.35,0.5555555555555556
TXN002480,C0729,24756.54,Debit Card,2026-03-01 00:08:47.092709,Success,,818,0,0,0,144183.38,0.0
TXN002481,C0801,5314.23,UPI,2026-03-01 00:43:03.618361,Success,,681,14,13,1,125203.54,0.9285714285714286
TXN002482,C0102,393.32,UPI,2026-03-01 01:17:20.144014,Failed,Card Declined,301,26,12,14,86623.7,0.46153846153846156
TXN002483,C1449,24935.83,Net Banking,2026-03-01 01:51:36.669666,Abandoned,Checkout Abandoned,39,2,2,0,49676.37,1.0
TXN002484,C1416,7098.74,Debit Card,2026-03-01 02:25:53.195319,Success,,637,21,4,17,130575.71,0.19047619047619047
TXN002485,C0779,16733.68,UPI,2026-03-01 03:00:09.720972,Success,,890,14,12,2,93019.91,0.8571428571428571
TXN002486,C0214,4499.39,Debit Card,2026-03-01 03:34:26.246624,Success,,176,6,1,5,9083.22,0.16666666666666666
TXN002487,C1715,14547.69,UPI,2026-03-01 04:08:42.772277,Success,,102,4,1,3,132168.33,0.25
TXN002488,C1112,22610.47,Credit Card,2026-03-01 04:42:59.297929,Success,,227,27,11,16,27643.48,0.4074074074074074
TXN002489,C1577,8072.51,UPI,2026-03-01 05:17:15.823582,Abandoned,Checkout Abandoned,630,28,16,12,45386.6,0.5714285714285714
TXN002490,C0401,16789.32,UPI,2026-03-01 05:51:32.349234,Success,,98,14,5,9,33419.56,0.35714285714285715
TXN002491,C0588,4778.8,UPI,2026-03-01 06:25:48.874887,Success,,197,0,0,0,15973.33,0.0
TXN002492,C0889,15657.41,Credit Card,2026-03-01 07:00:05.400540,Success,,705,15,12,3,103442.56,0.8
TXN002493,C1070,8477.61,UPI,2026-03-01 07:34:21.926192,Success,,731,1,1,0,76646.01,1.0
TXN002494,C1696,5359.09,UPI,2026-03-01 08:08:38.451845,Success,,895,11,5,6,98136.63,0.45454545454545453
TXN002495,C1487,7898.23,UPI,2026-03-01 08:42:54.977497,Success,,707,26,5,21,30177.08,0.19230769230769232
TXN002496,C0592,4553.14,UPI,2026-03-01 09:17:11.503150,Failed,Bank Timeout,291,7,1,6,66085.67,0.14285714285714285
TXN002497,C1334,22557.71,Debit Card,2026-03-01 09:51:28.028802,Success,,398,15,3,12,20448.46,0.2
TXN002498,C1110,9989.95,UPI,2026-03-01 10:25:44.554455,Failed,Bank Timeout,705,6,6,0,23818.53,1.0
TXN002499,C0092,6207.45,Debit Card,2026-03-01 11:00:01.080108,Success,,882,16,6,10,149779.43,0.375
TXN002500,C1684,11265.36,UPI,2026-03-01 11:34:17.605760,Success,,146,11,3,8,140644.8,0.2727272727272727
TXN002501,C0673,8081.35,UPI,2026-03-01 12:08:34.131413,Success,,297,3,2,1,86146.4,0.6666666666666666
TXN002502,C0714,18636.04,Credit Card,2026-03-01 12:42:50.657065,Success,,342,23,19,4,146048.62,0.8260869565217391
TXN002503,C0936,24283.38,Wallet,2026-03-01 13:17:07.182718,Success,,628,12,0,12,98164.96,0.0
TXN002504,C1952,11007.04,UPI,2026-03-01 13:51:23.708370,Success,,421,15,8,7,119746.49,0.5333333333333333
TXN002505,C0242,21539.73,UPI,2026-03-01 14:25:40.234023,Success,,416,14,10,4,50210.7,0.7142857142857143
TXN002506,C1889,14189.99,Credit Card,2026-03-01 14:59:56.759675,Success,,609,10,3,7,144751.5,0.3
TXN002507,C0002,4015.17,Wallet,2026-03-01 15:34:13.285328,Success,,134,21,10,11,126534.24,0.47619047619047616
TXN002508,C0225,17296.51,Wallet,2026-03-01 16:08:29.810981,Success,,206,15,3,12,147963.39,0.2
TXN002509,C0801,12884.52,Credit Card,2026-03-01 16:42:46.336633,Success,,631,14,13,1,125203.54,0.9285714285714286
TXN002510,C1769,16300.1,Credit Card,2026-03-01 17:17:02.862286,Success,,516,26,16,10,121102.94,0.6153846153846154
TXN002511,C1997,22253.22,Credit Card,2026-03-01 17:51:19.387938,Success,,839,28,17,11,128232.4,0.6071428571428571
TXN002512,C1950,11066.82,Credit Card,2026-03-01 18:25:35.913591,Success,,57,10,10,0,27462.1,1.0
TXN002513,C1953,22539.32,Credit Card,2026-03-01 18:59:52.439243,Success,,331,28,6,22,58280.51,0.21428571428571427
TXN002514,C0589,18791.66,Net Banking,2026-03-01 19:34:08.964896,Success,,199,5,4,1,130662.21,0.8
TXN002515,C0116,12266.26,Debit Card,2026-03-01 20:08:25.490549,Success,,632,21,12,9,18876.51,0.5714285714285714
TXN002516,C1690,15120.23,Credit Card,2026-03-01 20:42:42.016201,Success,,743,19,5,14,62234.54,0.2631578947368421
TXN002517,C0918,8206.97,Credit Card,2026-03-01 21:16:58.541854,Abandoned,Checkout Abandoned,506,6,4,2,148839.56,0.6666666666666666
TXN002518,C1127,24591.57,Credit Card,2026-03-01 21:51:15.067506,Success,,78,6,1,5,109136.71,0.16666666666666666
TXN002519,C0194,16717.04,Credit Card,2026-03-01 22:25:31.593159,Success,,705,16,2,14,115929.59,0.125
TXN002520,C1190,1191.79,Credit Card,2026-03-01 22:59:48.118811,Failed,Technical Error,339,6,1,5,130280.78,0.16666666666666666
TXN002521,C0871,8232.89,UPI,2026-03-01 23:34:04.644464,Success,,504,0,0,0,77257.77,0.0
TXN002522,C0090,15620.53,UPI,2026-03-02 00:08:21.170117,Success,,893,27,22,5,84158.9,0.8148148148148148
TXN002523,C1710,1502.7,Credit Card,2026-03-02 00:42:37.695769,Failed,Network Error,685,29,13,16,97908.67,0.4482758620689655
TXN002524,C0122,694.72,Net Banking,2026-03-02 01:16:54.221422,Failed,Card Declined,301,4,0,4,55652.6,0.0
TXN002525,C0143,11305.6,UPI,2026-03-02 01:51:10.747074,Success,,528,10,1,9,30661.58,0.1
TXN002526,C0994,8383.99,Credit Card,2026-03-02 02:25:27.272727,Success,,742,14,9,5,104757.87,0.6428571428571429
TXN002527,C0106,11013.64,UPI,2026-03-02 02:59:43.798379,Failed,Card Declined,425,17,2,15,42054.81,0.11764705882352941
TXN002528,C0887,6641.06,UPI,2026-03-02 03:34:00.324032,Success,,228,16,14,2,76394.65,0.875
TXN002529,C0428,4201.47,Wallet,2026-03-02 04:08:16.849684,Success,,579,26,11,15,49563.7,0.4230769230769231
TXN002530,C1329,17259.67,Net Banking,2026-03-02 04:42:33.375337,Success,,511,7,1,6,26204.38,0.14285714285714285
TXN002531,C1896,12912.82,UPI,2026-03-02 05:16:49.900990,Success,,285,24,16,8,19905.82,0.6666666666666666
TXN002532,C1995,5083.84,Debit Card,2026-03-02 05:51:06.426642,Success,,427,4,3,1,18213.83,0.75
TXN002533,C0317,8057.78,UPI,2026-03-02 06:25:22.952295,Success,,572,17,11,6,73154.04,0.6470588235294118
TXN002534,C1987,14836.02,Wallet,2026-03-02 06:59:39.477947,Failed,Network Error,429,23,7,16,98887.36,0.30434782608695654
TXN002535,C0635,1898.51,UPI,2026-03-02 07:33:56.003600,Success,,736,28,9,19,129485.97,0.32142857142857145
TXN002536,C1926,3771.58,UPI,2026-03-02 08:08:12.529252,Success,,170,3,0,3,118931.34,0.0
TXN002537,C0009,1923.82,Credit Card,2026-03-02 08:42:29.054905,Success,,10,1,0,1,47690.74,0.0
TXN002538,C0774,20326.7,Net Banking,2026-03-02 09:16:45.580558,Success,,76,6,5,1,65189.75,0.8333333333333334
TXN002539,C1097,18834.99,UPI,2026-03-02 09:51:02.106210,Success,,571,24,11,13,108906.86,0.4583333333333333
TXN002540,C1383,18857.49,Debit Card,2026-03-02 10:25:18.631863,Success,,556,15,10,5,88229.97,0.6666666666666666
TXN002541,C0223,17936.5,UPI,2026-03-02 10:59:35.157515,Success,,172,18,3,15,71522.03,0.16666666666666666
TXN002542,C1440,16767.7,Net Banking,2026-03-02 11:33:51.683168,Success,,324,27,21,6,39444.62,0.7777777777777778
TXN002543,C0553,11977.1,UPI,2026-03-02 12:08:08.208820,Abandoned,Checkout Abandoned,342,25,14,11,8474.45,0.56
TXN002544,C1394,16092.73,Net Banking,2026-03-02 12:42:24.734473,Success,,618,19,13,6,97736.54,0.6842105263157895
TXN002545,C0716,1055.2,Credit Card,2026-03-02 13:16:41.260126,Success,,534,28,22,6,88572.23,0.7857142857142857
TXN002546,C1288,15574.46,UPI,2026-03-02 13:50:57.785778,Success,,287,30,26,4,6769.71,0.8666666666666667
TXN002547,C1864,19469.15,Wallet,2026-03-02 14:25:14.311431,Success,,65,6,3,3,38762.48,0.5
TXN002548,C1714,12558.92,Wallet,2026-03-02 14:59:30.837083,Success,,398,3,2,1,5152.09,0.6666666666666666
TXN002549,C1884,9002.08,Debit Card,2026-03-02 15:33:47.362736,Success,,602,3,0,3,13130.94,0.0
TXN002550,C1342,7007.93,UPI,2026-03-02 16:08:03.888388,Success,,723,7,5,2,102521.47,0.7142857142857143
TXN002551,C1108,16105.77,Credit Card,2026-03-02 16:42:20.414041,Success,,260,29,8,21,95570.72,0.27586206896551724
TXN002552,C1342,17350.75,Credit Card,2026-03-02 17:16:36.939693,Success,,740,7,5,2,102521.47,0.7142857142857143
TXN002553,C0111,21787.09,Credit Card,2026-03-02 17:50:53.465346,Success,,536,2,1,1,5454.88,0.5
TXN002554,C0251,8624.12,Credit Card,2026-03-02 18:25:09.990999,Success,,630,0,0,0,116744.35,0.0
TXN002555,C0383,19267.33,UPI,2026-03-02 18:59:26.516651,Success,,307,26,1,25,33924.52,0.038461538461538464
TXN002556,C0007,14077.76,Debit Card,2026-03-02 19:33:43.042304,Failed,Technical Error,402,29,14,15,53910.36,0.4827586206896552
TXN002557,C0459,22082.63,Debit Card,2026-03-02 20:07:59.567956,Success,,133,23,6,17,59932.3,0.2608695652173913
TXN002558,C1108,13242.52,UPI,2026-03-02 20:42:16.093609,Success,,80,29,8,21,95570.72,0.27586206896551724
TXN002559,C0208,12988.98,Credit Card,2026-03-02 21:16:32.619261,Abandoned,Checkout Abandoned,706,18,11,7,29093.96,0.6111111111111112
TXN002560,C0900,14489.14,Credit Card,2026-03-02 21:50:49.144914,Success,,403,5,1,4,25382.54,0.2
TXN002561,C1414,18757.95,Debit Card,2026-03-02 22:25:05.670567,Success,,713,14,11,3,12914.16,0.7857142857142857
TXN002562,C1338,24120.79,UPI,2026-03-02 22:59:22.196219,Success,,434,10,0,10,68069.18,0.0
TXN002563,C0022,1931.73,Credit Card,2026-03-02 23:33:38.721872,Success,,337,28,11,17,77876.69,0.39285714285714285
TXN002564,C0410,1430.52,UPI,2026-03-03 00:07:55.247524,Success,,69,25,23,2,46847.92,0.92
TXN002565,C0895,23445.0,Credit Card,2026-03-03 00:42:11.773177,Success,,552,10,4,6,51458.83,0.4
TXN002566,C0515,13293.9,Debit Card,2026-03-03 01:16:28.298829,Success,,576,6,0,6,103306.72,0.0
TXN002567,C1151,15411.09,Debit Card,2026-03-03 01:50:44.824482,Success,,464,5,2,3,45951.82,0.4
TXN002568,C0809,12112.35,UPI,2026-03-03 02:25:01.350135,Abandoned,Checkout Abandoned,683,3,0,3,114798.5,0.0
TXN002569,C1724,2432.07,Credit Card,2026-03-03 02:59:17.875787,Success,,746,16,16,0,2748.81,1.0
TXN002570,C0874,19225.43,Wallet,2026-03-03 03:33:34.401440,Success,,141,26,8,18,93292.55,0.3076923076923077
TXN002571,C0014,18705.89,UPI,2026-03-03 04:07:50.927092,Success,,111,7,1,6,103559.75,0.14285714285714285
TXN002572,C0971,7861.41,Net Banking,2026-03-03 04:42:07.452745,Success,,867,4,1,3,96449.77,0.25
TXN002573,C0978,7725.36,Debit Card,2026-03-03 05:16:23.978397,Success,,745,15,8,7,126004.47,0.5333333333333333
TXN002574,C1014,20962.25,Debit Card,2026-03-03 05:50:40.504050,Success,,240,21,3,18,2833.18,0.14285714285714285
TXN002575,C1036,1901.7,UPI,2026-03-03 06:24:57.029702,Failed,Technical Error,883,2,0,2,18208.35,0.0
TXN002576,C0087,22039.52,UPI,2026-03-03 06:59:13.555355,Failed,Bank Timeout,580,30,7,23,136408.23,0.23333333333333334
TXN002577,C1548,6490.88,Net Banking,2026-03-03 07:33:30.081008,Success,,818,20,10,10,24100.17,0.5
TXN002578,C0909,14865.32,UPI,2026-03-03 08:07:46.606660,Success,,227,1,0,1,91503.29,0.0
TXN002579,C1561,23406.26,UPI,2026-03-03 08:42:03.132313,Success,,292,26,9,17,49754.29,0.34615384615384615
TXN002580,C1325,16985.25,Credit Card,2026-03-03 09:16:19.657965,Success,,600,9,5,4,60537.35,0.5555555555555556
TXN002581,C1267,10419.3,UPI,2026-03-03 09:50:36.183618,Abandoned,Checkout Abandoned,670,9,4,5,134379.25,0.4444444444444444
TXN002582,C0122,17269.4,Debit Card,2026-03-03 10:24:52.709270,Success,,377,4,0,4,55652.6,0.0
TXN002583,C1171,8665.09,Credit Card,2026-03-03 10:59:09.234923,Success,,100,8,1,7,66210.46,0.125
TXN002584,C1591,7003.73,Net Banking,2026-03-03 11:33:25.760576,Success,,747,12,4,8,60032.34,0.3333333333333333
TXN002585,C0750,24917.41,Debit Card,2026-03-03 12:07:42.286228,Success,,378,20,17,3,71145.79,0.85
TXN002586,C1380,18794.68,UPI,2026-03-03 12:41:58.811881,Abandoned,Checkout Abandoned,148,15,9,6,61965.5,0.6
TXN002587,C0685,16153.53,UPI,2026-03-03 13:16:15.337533,Failed,Network Error,352,26,26,0,137936.77,1.0
TXN002588,C1928,8946.71,Debit Card,2026-03-03 13:50:31.863186,Success,,123,18,16,2,132036.49,0.8888888888888888
TXN002589,C1757,1324.1,UPI,2026-03-03 14:24:48.388838,Failed,Technical Error,31,12,5,7,105084.9,0.4166666666666667
TXN002590,C1655,873.32,Wallet,2026-03-03 14:59:04.914491,Success,,32,25,11,14,44236.68,0.44
TXN002591,C0309,13899.11,Debit Card,2026-03-03 15:33:21.440144,Success,,74,4,2,2,32044.95,0.5
TXN002592,C0695,19074.61,UPI,2026-03-03 16:07:37.965796,Success,,580,7,1,6,78912.04,0.14285714285714285
TXN002593,C0288,13480.74,Net Banking,2026-03-03 16:41:54.491449,Success,,469,13,2,11,11006.66,0.15384615384615385
TXN002594,C0307,21035.55,UPI,2026-03-03 17:16:11.017101,Success,,610,30,19,11,77314.92,0.6333333333333333
TXN002595,C1836,932.32,UPI,2026-03-03 17:50:27.542754,Success,,719,14,10,4,10780.49,0.7142857142857143
TXN002596,C1618,9232.13,Debit Card,2026-03-03 18:24:44.068406,Success,,123,9,7,2,14964.55,0.7777777777777778
TXN002597,C1990,6003.05,Net Banking,2026-03-03 18:59:00.594059,Success,,890,28,12,16,21915.6,0.42857142857142855
TXN002598,C0914,11237.1,Credit Card,2026-03-03 19:33:17.119711,Success,,506,3,2,1,103252.94,0.6666666666666666
TXN002599,C1747,1902.17,UPI,2026-03-03 20:07:33.645364,Success,,491,5,1,4,47641.47,0.2
TXN002600,C0662,23857.88,UPI,2026-03-03 20:41:50.171017,Success,,549,25,22,3,119869.95,0.88
TXN002601,C0549,5659.06,UPI,2026-03-03 21:16:06.696669,Failed,Insufficient Balance,731,8,1,7,123253.75,0.125
TXN002602,C1376,23065.46,UPI,2026-03-03 21:50:23.222322,Success,,248,17,17,0,94410.11,1.0
TXN002603,C0312,10704.74,UPI,2026-03-03 22:24:39.747974,Success,,266,26,22,4,87923.3,0.8461538461538461
TXN002604,C0873,24639.55,Credit Card,2026-03-03 22:58:56.273627,Success,,294,2,2,0,56551.43,1.0
TXN002605,C1083,13896.05,Net Banking,2026-03-03 23:33:12.799279,Success,,413,6,4,2,113117.67,0.6666666666666666
TXN002606,C1667,23277.74,UPI,2026-03-04 00:07:29.324932,Success,,55,6,2,4,4071.55,0.3333333333333333
TXN002607,C0924,233.19,UPI,2026-03-04 00:41:45.850585,Success,,854,5,1,4,31697.34,0.2
TXN002608,C1738,18731.15,Net Banking,2026-03-04 01:16:02.376237,Success,,706,6,2,4,144300.65,0.3333333333333333
TXN002609,C0755,22585.96,Debit Card,2026-03-04 01:50:18.901890,Failed,Card Declined,661,1,1,0,117040.6,1.0
TXN002610,C0035,3579.04,Wallet,2026-03-04 02:24:35.427542,Success,,465,28,26,2,59575.81,0.9285714285714286
TXN002611,C0445,2493.53,UPI,2026-03-04 02:58:51.953195,Success,,688,1,1,0,104055.9,1.0
TXN002612,C0093,10671.86,UPI,2026-03-04 03:33:08.478847,Success,,401,12,3,9,9777.36,0.25
TXN002613,C1974,23348.6,Credit Card,2026-03-04 04:07:25.004500,Success,,475,1,0,1,64691.83,0.0
TXN002614,C1983,13605.43,Credit Card,2026-03-04 04:41:41.530153,Success,,222,30,17,13,49230.58,0.5666666666666667
TXN002615,C1231,13233.67,Credit Card,2026-03-04 05:15:58.055805,Success,,421,30,1,29,134358.12,0.03333333333333333
TXN002616,C0353,3614.04,Credit Card,2026-03-04 05:50:14.581458,Success,,168,1,0,1,73170.92,0.0
TXN002617,C0903,119.66,UPI,2026-03-04 06:24:31.107110,Failed,Bank Timeout,560,26,3,23,135085.87,0.11538461538461539
TXN002618,C1356,20272.49,Credit Card,2026-03-04 06:58:47.632763,Success,,623,3,1,2,126742.33,0.3333333333333333
TXN002619,C1841,2280.61,Debit Card,2026-03-04 07:33:04.158415,Failed,Network Error,480,18,9,9,76038.99,0.5
TXN002620,C0862,15882.86,UPI,2026-03-04 08:07:20.684068,Success,,857,9,8,1,72816.98,0.8888888888888888
TXN002621,C1749,22873.95,Debit Card,2026-03-04 08:41:37.209720,Success,,481,20,9,11,22085.61,0.45
TXN002622,C0159,5295.43,Credit Card,2026-03-04 09:15:53.735373,Success,,119,3,0,3,72816.53,0.0
TXN002623,C1978,16665.29,UPI,2026-03-04 09:50:10.261026,Success,,785,17,14,3,16947.04,0.8235294117647058
TXN002624,C0957,2059.59,UPI,2026-03-04 10:24:26.786678,Success,,819,2,2,0,7111.76,1.0
TXN002625,C0024,15133.5,UPI,2026-03-04 10:58:43.312331,Abandoned,Checkout Abandoned,452,17,15,2,61549.16,0.8823529411764706
